170,1
170,1
2,186
4,65
170,1
170,1
2,188
4,63
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
35,1
90,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
35,1
90,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
35,1
90,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
35,1
90,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
35,1
90,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
35,1
90,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
35,1
90,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
35,1
90,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
33,1
92,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
170,1
4,128
2,0
34,1
91,1
170,1
