0x83,16427690
0x83,294914
0x83,16763572
0x83,11184644
0x83,8389374
0x83,10869418
0x83,11142272
0x83,196555
0x83,16427690
0x83,294914
0x83,16764592
0x83,11184644
0x83,8389375
0x83,16287402
0x83,11142272
0x83,131241
0x83,16362154
0x83,294914
0x83,14915
0x83,11184644
0x83,8389373
0x83,2774698
0x83,11142272
0x83,195900
0x83,16427690
0x83,294914
0x83,16701352
0x83,11184644
0x83,8389120
0x83,489130
0x83,11142272
0x83,131526
0x83,16558762
0x83,294914
0x83,35061
0x83,11184644
0x83,8389122
0x83,5711018
0x83,11142272
0x83,131618
0x83,16296618
0x83,294914
0x83,231921
0x83,11184644
0x83,8389121
0x83,6364074
0x83,11142272
0x83,195686
0x83,16624298
0x83,294914
0x83,26390
0x83,11184644
0x83,8389124
0x83,6820266
0x83,11142272
0x83,132036
0x83,16755370
0x83,294914
0x83,16755667
0x83,11184644
0x83,8389122
0x83,14458794
0x83,11142272
0x83,131450
0x83,16231082
0x83,294914
0x83,16631737
0x83,11184644
0x83,8389370
0x83,14983082
0x83,11142272
0x83,195978
0x83,16296618
0x83,294914
0x83,359931
0x83,11184644
0x83,8389122
0x83,4209578
0x83,11142272
0x83,195715
0x83,16624298
0x83,294914
0x83,16731696
0x83,11184644
0x83,8389123
0x83,13022378
0x83,11142272
0x83,132342
0x83,11184644
0x83,8389120
0x83,2773930
0x83,11142272
0x83,195470
0x83,16034474
0x83,294914
0x83,16533561
0x83,16231082
0x83,294914
0x83,16626637
0x83,11184644
0x83,8389370
0x83,16353962
0x83,11142272
0x83,196043
0x83,16427690
0x83,294914
0x83,206165
0x83,11184644
0x83,8389121
0x83,1663914
0x83,11142272
0x83,196063
0x83,16624298
0x83,294914
0x83,16434367
0x83,11184644
0x83,8389373
0x83,9237674
0x83,11142272
0x83,131586
0x83,16558762
0x83,294914
0x83,183471
0x83,11184644
0x83,8389125
0x83,3817130
0x83,11142272
0x83,131398
0x83,16755370
0x83,294914
0x83,16746742
0x83,11184644
0x83,8389122
0x83,14719914
0x83,11142272
0x83,131492
0x83,15205207
0x83,12386516
0x83,328739
0x83,10813561
0x83,1442382
0x83,3670200
0x83,1179997
0x83,721920
0x83,16624298
0x83,294914
0x83,16460631
0x83,11184644
0x83,8389374
0x83,3035562
0x83,11142272
0x83,131717
0x83,16624298
0x83,294914
0x83,16766887
0x83,11184644
0x83,8389124
0x83,6559146
0x83,11142272
0x83,132290
0x83,16165546
0x83,294914
0x83,279860
0x83,11184644
0x83,8389374
0x83,11195818
0x83,11142272
0x83,195305
